STATE,Year,Total murders,Total firearms,Handguns,Rifles,Shotguns,Firearms (type unknown),Knives or cutting instruments,Other weapons,"Hands, fists, feet, etc.",Murder Rate (per 100k),Firearms Rate,Handgun Rate,Rifles Rate,Shotguns Rate,Firearms (type unknown) Rate,Knives or cutting instruments Rate,Other Weapons Rate,"Hands, fists, feet, Rate",HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst,Population Estimate,Homicides per 100k Inhabitants,Est. Homicides,"Deaths, Excluding Firearms",Deaths,Population,"Crude Rate Per 100,000",FIREARM FATAILTIY RATE,FIREARM DEATHS,Guns Owners,Firearm Owners per 100k inhabitants,Homicides per Firearm Owner,Firearms per Homicide,Firearm Owners per Fatality,Firearm / Overall Deaths
Indiana,2007,,,,,,,,,,,,,,,,,,,0.358,0.032,0.313253012,0.544871795,,,,0.40582577,0.40582577,6344771,5.5,348.96,"54,000","54,000","6,379,599",846.4,,,2574872,40583,0.0001355261397,7379,,
Iowa,2007,,,,,,,,,,,,,,,,,,,0.388,0.032,0.129032258,0.480769231,,,,0.511028906,0.511028906,2979867,1.3,38.74,"27,221","27,221","2,999,212",907.6,,,1522798,51103,0.0000254388741,39310,,
Kansas,2007,,,,,,,,,,,,,,,,,,,0.447,0.032,0.253521127,0.627009646,,,,0.50371867,0.50371867,2773740,3.8,105.40,"24,491","24,491","2,783,785",879.8,,,1397185,50372,0.00007543893499,13256,,
Kentucky,2007,,,,,,,,,,,,,,,,,,,0.509,0.032,0.512195122,0.682509506,,,,0.550846365,0.550846365,4254513,4.9,208.47,"40,090","40,090","4,256,672",941.8,,,2343583,55085,0.0000889540226,11242,,
Louisiana,2007,,,,,,,,,,,,,,,,,,,0.476,0.032,0.510416667,0.671361502,,,,0.504006137,0.504006137,4373448,14.6,638.52,"39,966","39,966","4,375,581",913.4,,,2204245,50401,0.0002896790124,3452,,
Maine,2007,,,,,,,,,,,,,,,,,,,0.457,0.032,0.228571429,0.525641026,,,,0.564970887,0.564970887,1315749,1.5,19.74,"12,493","12,493","1,327,040",941.4,,,743360,56497,0.00002655004062,37665,,
Maryland,2007,,,,,,,,,,,,,,,,,,,0.206,0.032,0.274336283,0.498765432,,,,0.195252353,0.195252353,5627211,9.9,557.09,"43,757","43,757","5,653,408",774,,,1098726,19525,0.0005070361431,1972,,
Massachusetts,2007,,,,,,,,,,,,,,,,,,,0.075,0.032,0.036036036,0.271604938,,,,0.114904506,0.114904506,6499672,2.9,188.49,"52,917","52,917","6,431,559",822.8,,,746842,11490,0.0002523834879,3962,,
Michigan,2007,,,,,,,,,,,,,,,,,,,0.334,0.032,0.221238938,0.561325967,,,,0.376207492,0.376207492,10051145,6.6,663.38,"86,721","86,721","10,001,284",867.1,,,3781316,37621,0.0001754351027,5700,,
Minnesota,2007,,,,,,,,,,,,,,,,,,,0.403,0.032,0.203703704,0.523706897,,,,0.458402733,0.458402733,5191267,2.2,114.21,"37,138","37,138","5,207,203",713.2,,,2379691,45840,0.00004799273306,20836,,
Mississippi,2007,,,,,,,,,,,,,,,,,,,0.522,0.032,0.671428571,0.711656442,,,,0.557667654,0.557667654,2920312,6.9,201.50,"28,255","28,255","2,928,350",964.9,,,1628564,55767,0.0001237296076,8082,,
Missouri,2007,,,,,,,,,,,,,,,,,,,0.449,0.032,0.363636364,0.609642302,,,,0.469239032,0.469239032,5905750,6.2,366.16,"54,166","54,166","5,887,612",920,,,2771208,46924,0.0001321288209,7568,,
Montana,2007,,,,,,,,,,,,,,,,,,,0.639,0.032,0.375,0.673076923,,,,0.618059057,0.618059057,957123,2.8,26.80,"8,624","8,624","964,706",894,,,591559,61806,0.00004530311413,22074,,
Nebraska,2007,,,,,,,,,,,,,,,,,,,0.426,0.032,0.261904762,0.561151079,,,,0.533507731,0.533507731,1768745,4,70.75,"15,263","15,263","1,783,440",855.8,,,943639,53351,0.00007497548334,13338,,
Nevada,2007,,,,,,,,,,,,,,,,,,,0.397,0.032,0.411764706,0.617886179,,,,0.44650103,0.44650103,2564816,7.5,192.36,"18,687","18,687","2,601,072",718.4,,,1145193,44650,0.0001679727368,5953,,
New Hampshire,2007,,,,,,,,,,,,,,,,,,,0.364,0.032,0.171428571,0.528455285,,,,0.411415087,0.411415087,1316496,0.9,11.85,"10,303","10,303","1,312,540",785,,,541626,41142,0.00002187571697,45713,,
New Jersey,2007,,,,,,,,,,,,,,,,,,,0.063,0.032,0.088709677,0.326271186,,,,0.066897042,0.066897042,8630810,4.4,379.76,"69,662","69,662","8,677,885",802.8,,,577376,6690,0.0006577271384,1520,,
New Mexico,2007,,,,,,,,,,,,,,,,,,,0.428,0.032,0.293333333,0.512269939,,,,0.504179365,0.504179365,1966357,9.3,182.87,"15,482","15,482","1,990,070",778,,,991397,50418,0.000184458164,5421,,
New York,2007,,,,,,,,,,,,,,,,,,,0.14,0.032,0.108761329,0.38028169,,,,0.176018489,0.176018489,19419540,4.2,815.62,"147,680","147,680","19,132,335",771.9,,,3418198,17602,0.0002386112972,4191,,
North Carolina,2007,,,,,,,,,,,,,,,,,,,0.36,0.032,0.375968992,0.622710623,,,,0.417749651,0.417749651,9047856,6.4,579.06,"76,046","76,046","9,118,037",834,,,3779739,41775,0.0001532018036,6527,,
North Dakota,2007,,,,,,,,,,,,,,,,,,,0.538,0.032,0.125,0.551724138,,,,0.597014914,0.597014914,637534,2.7,17.21,"5,561","5,561","652,822",851.8,,,380617,59701,0.00004522500086,22112,,
Ohio,2007,,,,,,,,,,,,,,,,,,,0.324,0.032,0.267241379,0.561618062,,,,0.332383546,0.332383546,11518989,4.6,529.87,"106,534","106,534","11,500,468",926.3,,,3828722,33238,0.0001383943356,7226,,
Oklahoma,2007,,,,,,,,,,,,,,,,,,,0.497,0.032,0.416,0.647783251,,,,0.567673729,0.567673729,3608759,6.2,223.74,"36,032","36,032","3,634,349",991.4,,,2048598,56767,0.0001092176665,9156,,
Oregon,2007,,,,,,,,,,,,,,,,,,,0.46,0.032,0.3828125,0.596566524,,,,0.477123068,0.477123068,3730833,2,74.62,"31,403","31,403","3,722,417",843.6,,,1780066,47712,0.00004191790618,23856,,
Pennsylvania,2007,,,,,,,,,,,,,,,,,,,0.346,0.032,0.209486166,0.560606061,,,,0.332871043,0.332871043,12517701,5.8,726.03,"125,104","125,104","12,563,937",995.7,,,4166780,33287,0.0001742416507,5739,,
Rhode Island,2007,,,,,,,,,,,,,,,,,,,0.072,0.032,0.1,0.289473684,,,,0.098185521,0.098185521,1059706,1.8,19.07,"9,723","9,723","1,057,315",919.6,,,104048,9819,0.0001833264194,5455,,
South Carolina,2007,,,,,,,,,,,,,,,,,,,0.415,0.032,0.416666667,0.64321608,,,,0.461830676,0.461830676,4417059,8.3,366.62,"39,439","39,439","4,444,110",887.4,,,2039933,46183,0.0001797195473,5564,,
South Dakota,2007,,,,,,,,,,,,,,,,,,,0.511,0.032,0.153846154,0.526315789,,,,0.59391625,0.59391625,795521,3.9,31.03,"6,826","6,826","791,623",862.3,,,472473,59392,0.0000656658241,15229,,
Tennessee,2007,,,,,,,,,,,,,,,,,,,0.461,0.032,0.502487562,0.690513219,,,,0.471954748,0.471954748,6172788,6.6,407.40,"57,087","57,087","6,175,727",924.4,,,2913277,47195,0.0001398439157,7151,,
Texas,2007,,,,,,,,,,,,,,,,,,,0.392,0.032,0.387225549,0.629917184,,,,0.435748781,0.435748781,23824518,5.9,1405.65,"160,548","160,548","23,831,983",673.7,,,10381505,43575,0.0001353991166,7386,,
Utah,2007,,,,,,,,,,,,,,,,,,,0.426,0.032,0.381578947,0.556291391,,,,0.506364732,0.506364732,2662908,2.2,58.58,"14,143","14,143","2,597,746",544.4,,,1348403,50636,0.00004344694369,23017,,
Vermont,2007,,,,,,,,,,,,,,,,,,,0.43,0.032,0.210526316,0.557142857,,,,0.485298059,0.485298059,620438,2.1,13.03,"5,179","5,179","623,481",830.7,,,301097,48530,0.00004327237583,23109,,
Virginia,2007,,,,,,,,,,,,,,,,,,,0.367,0.032,0.331877729,0.631336406,,,,0.373342795,0.373342795,7705466,5.4,416.10,"58,225","58,225","7,751,000",751.2,,,2876780,37334,0.0001446391914,6914,,
Washington,2007,,,,,,,,,,,,,,,,,,,0.361,0.032,0.226315789,0.548148148,,,,0.392631773,0.392631773,6464167,2.7,174.53,"47,323","47,323","6,461,587",732.4,,,2538037,39263,0.00006876672205,14542,,
West Virginia,2007,,,,,,,,,,,,,,,,,,,0.599,0.032,0.391304348,0.736220472,,,,0.642163406,0.642163406,1812295,3.6,65.24,"21,086","21,086","1,834,052","1,149.70",,,1163790,64216,0.00005606049747,17838,,
Wisconsin,2007,,,,,,,,,,,,,,,,,,,0.414,0.032,0.277027027,0.511187608,,,,0.43889478,0.43889478,5601508,3.3,184.85,"46,241","46,241","5,610,775",824.1,,,2458473,43889,0.00007518886417,13300,,
Wyoming,2007,,,,,,,,,,,,,,,,,,,0.621,0.032,0.388888889,0.722891566,,,,0.646329648,0.646329648,523226,4,20.93,"4,266","4,266","534,876",797.6,,,338176,64633,0.00006188792379,16158,,
Alabama,2008,,,,,,,,,,,,,,,,,,,0.503,0.035,0.545454545,0.741200828,,,0.480169892,,0.480169892,4673889,7.5,350.54,"47,707","47,707","4,718,206","1,011.10",,,2244261,48017,0.0001561947162,6402,,
Alaska,2008,,,,,,,,,,,,,,,,,,,0.613,0.044,0.382352941,0.762962963,,,,,,685532,3.9,26.74,"3,494","3,494","687,455",508.3,,,0,0,0.0001561947162,6402,,
Arizona,2008,,,,,,,,,,,,,,,,,,,0.382,0.035,0.392241379,0.606756757,,,0.364121603,,0.364121603,6499207,7.1,461.44,"45,823","45,823","6,280,362",729.6,,,2366502,36412,0.000194989804,5128,,
Arkansas,2008,,,,,,,,,,,,,,,,,,,0.508,0.035,0.389830508,0.696048632,,,0.520225744,,0.520225744,2867099,5.8,166.29,"29,322","29,322","2,874,554","1,020.10",,,1491539,52023,0.0001114900611,8969,,
California,2008,,,,,,,,,,,,,,,,,,,0.175,0.035,0.177272727,0.456649396,,,0.168038338,,0.168038338,36538008,5.8,2119.20,"234,766","234,766","36,604,337",641.4,,,6139786,16804,0.0003451593291,2897,,
Colorado,2008,,,,,,,,,,,,,,,,,,,0.402,0.035,0.233695652,0.555735057,,,0.400997196,,0.400997196,4928676,3.3,162.65,"31,274","31,274","4,889,730",639.6,,,1976385,40100,0.00008229483979,12151,,
Connecticut,2008,,,,,,,,,,,,,,,,,,,0.192,0.035,0.171428571,0.395918367,,,0.202627797,,0.202627797,3502664,3.8,133.10,"28,794","28,794","3,545,579",812.1,,,709737,20263,0.0001875359677,5332,,
Delaware,2008,,,,,,,,,,,,,,,,,,,0.263,0.035,0.047619048,0.454545455,,,0.307587687,,0.307587687,876794,6.5,56.99,"7,622","7,622","883,874",862.3,,,269691,30759,0.0002113218531,4732,,
Florida,2008,,,,,,,,,,,,,,,,,,,0.303,0.035,0.341423948,0.558906692,,,0.287868441,,0.287868441,18410241,6.4,1178.26,"170,703","170,703","18,527,305",921.4,,,5299727,28787,0.0002223237802,4498,,
Georgia,2008,,,,,,,,,,,,,,,,,,,0.395,0.035,0.520361991,0.659210526,,,0.343037362,,0.343037362,9690277,6.6,639.56,"69,640","69,640","9,504,843",732.7,,,3324127,34304,0.0001923988676,5198,,
Hawaii,2008,,,,,,,,,,,,,,,,,,,0.099,0.035,0.075,0.268817204,,,0.154011727,,0.154011727,1280001,2,25.60,"9,501","9,501","1,332,213",713.2,,,197135,15401,0.0001298602411,7701,,
Idaho,2008,,,,,,,,,,,,,,,,,,,0.543,0.035,0.408163265,0.63546798,,,0.50580207,,0.50580207,1526295,1.5,22.89,"10,962","10,962","1,534,320",714.5,,,772003,50580,0.00002965586914,33720,,
Illinois,2008,,,,,,,,,,,,,,,,,,,0.205,0.035,0.12987013,0.421923475,,,0.193236924,,0.193236924,12836402,6.1,783.02,"103,471","103,471","12,747,038",811.7,,,2480467,19324,0.0003156746585,3168,,
Indiana,2008,,,,,,,,,,,,,,,,,,,0.374,0.035,0.377358491,0.6,,,0.34524868,,0.34524868,6386601,5,319.33,"56,752","56,752","6,424,806",883.3,,,2204966,34525,0.000144823146,6905,,
Iowa,2008,,,,,,,,,,,,,,,,,,,0.396,0.035,0.25,0.525974026,,,0.455412139,,0.455412139,2994658,2.6,77.86,"28,541","28,541","3,016,734",946.1,,,1363804,45541,0.00005709114398,17516,,
Kansas,2008,,,,,,,,,,,,,,,,,,,0.421,0.035,0.352941176,0.583916084,,,0.403093317,,0.403093317,2795257,4,111.81,"24,975","24,975","2,808,076",889.4,,,1126749,40309,0.00009923260524,10077,,
Kentucky,2008,,,,,,,,,,,,,,,,,,,0.499,0.035,0.398305085,0.70242915,,,0.488386609,,0.488386609,4287259,4.7,201.50,"41,329","41,329","4,289,878",963.4,,,2093840,48839,0.00009623523482,10391,,
Louisiana,2008,,,,,,,,,,,,,,,,,,,0.492,0.035,0.578431373,0.679069767,,,0.499563638,,0.499563638,4448806,12.3,547.20,"41,220","41,220","4,435,586",929.3,,,2222462,49956,0.0002462148776,4061,,
Maine,2008,,,,,,,,,,,,,,,,,,,0.462,0.035,0.342857143,0.623287671,,,0.46061941,,0.46061941,1318133,2.4,31.64,"12,541","12,541","1,330,509",942.6,,,607158,46062,0.00005210375307,19192,,
Maryland,2008,,,,,,,,,,,,,,,,,,,0.235,0.035,0.402173913,0.544578313,,,0.149581317,,0.149581317,5650870,8.8,497.28,"43,892","43,892","5,684,965",772.1,,,845265,14958,0.0005883087659,1700,,
Massachusetts,2008,,,,,,,,,,,,,,,,,,,0.096,0.035,0.060869565,0.281725888,,,0.118503314,,0.118503314,6544089,2.6,170.15,"53,518","53,518","6,468,967",827.3,,,775496,11850,0.0002194031468,4558,,
Michigan,2008,,,,,,,,,,,,,,,,,,,0.315,0.035,0.21719457,0.544316997,,,0.30076498,,0.30076498,9999456,5.5,549.97,"88,445","88,445","9,946,889",889.2,,,3007486,30076,0.0001828670346,5468,,
Minnesota,2008,,,,,,,,,,,,,,,,,,,0.386,0.035,0.247619048,0.535641548,,,0.356835875,,0.356835875,5230247,2.1,109.84,"38,499","38,499","5,247,018",733.7,,,1866340,35684,0.00005885058502,16992,,
Mississippi,2008,,,,,,,,,,,,,,,,,,,0.497,0.044,0.602941176,0.718475073,,,,,,2939234,8,235.14,"28,984","28,984","2,947,806",983.2,,,0,0,0.00005885058502,16992,,
Missouri,2008,,,,,,,,,,,,,,,,,,,0.487,0.035,0.319277108,0.600326264,,,0.489980671,,0.489980671,5951844,7.7,458.29,"56,578","56,578","5,923,916",955.1,,,2916289,48998,0.0001571490562,6363,,
Montana,2008,,,,,,,,,,,,,,,,,,,0.69,0.044,0.488372093,0.69375,,,,,,967717,4.1,39.68,"8,913","8,913","976,415",912.8,,,0,0,0.0001571490562,6363,,
Nebraska,2008,,,,,,,,,,,,,,,,,,,0.34,0.044,0.178571429,0.570552147,,,,,,1780143,3.9,69.43,"15,461","15,461","1,796,378",860.7,,,0,0,0.0001571490562,6363,,
Nevada,2008,,,,,,,,,,,,,,,,,,,0.371,0.044,0.318181818,0.612440191,,,,,,2612460,6.3,164.58,"19,335","19,335","2,653,630",728.6,,,0,0,0.0001571490562,6363,,
New Hampshire,2008,,,,,,,,,,,,,,,,,,,0.368,0.044,0.325,0.517985612,,,,,,1320981,1.1,14.53,"10,268","10,268","1,315,906",780.3,,,0,0,0.0001571490562,6363,,
New Jersey,2008,,,,,,,,,,,,,,,,,,,0.088,0.035,0.11965812,0.323293173,,,0.076028006,,0.076028006,8657319,4.3,372.26,"70,026","70,026","8,711,090",803.9,,,658199,7603,0.0005655810571,1768,,
New Mexico,2008,,,,,,,,,,,,,,,,,,,0.357,0.035,0.240384615,0.53968254,,,0.319717318,,0.319717318,1984179,8.1,160.72,"16,005","16,005","2,010,662",796,,,634376,31972,0.0002533488036,3947,,
New York,2008,,,,,,,,,,,,,,,,,,,0.142,0.035,0.099378882,0.365225391,,,0.155566818,,0.155566818,19464482,4.3,836.97,"148,698","148,698","19,212,436",774,,,3028028,15557,0.0002764085591,3618,,
North Carolina,2008,,,,,,,,,,,,,,,,,,,0.345,0.035,0.411111111,0.625560538,,,0.332156094,,0.332156094,9230086,6.5,599.96,"77,283","77,283","9,309,449",830.2,,,3065829,33216,0.0001956911259,5110,,
North Dakota,2008,,,,,,,,,,,,,,,,,,,0.586,0.044,0.285714286,0.708333333,,,,,,640525,1.7,10.89,"5,871","5,871","657,569",892.8,,,0,0,0.0001956911259,5110,,
Ohio,2008,,,,,,,,,,,,,,,,,,,0.365,0.035,0.239583333,0.547153025,,,0.377463867,,0.377463867,11526691,4.8,553.28,"109,767","109,767","11,515,391",953.2,,,4350909,37746,0.0001271644896,7864,,
Oklahoma,2008,,,,,,,,,,,,,,,,,,,0.508,0.035,0.403669725,0.64806867,,,0.544042545,,0.544042545,3640241,5.9,214.77,"37,014","37,014","3,668,976","1,008.80",,,1980446,54404,0.0001084474009,9221,,
Oregon,2008,,,,,,,,,,,,,,,,,,,0.436,0.035,0.336134454,0.61589404,,,0.365132367,,0.365132367,3780596,2.3,86.95,"31,967","31,967","3,768,748",848.2,,,1380418,36513,0.00006299085504,15875,,
Pennsylvania,2008,,,,,,,,,,,,,,,,,,,0.384,0.035,0.239130435,0.557403009,,,0.355094429,,0.355094429,12562536,5.7,716.06,"127,462","127,462","12,612,285","1,010.60",,,4460887,35509,0.0001605206822,6230,,
Rhode Island,2008,,,,,,,,,,,,,,,,,,,0.092,0.044,0,0.294871795,,,,,,1058368,3,31.75,"9,738","9,738","1,055,003",923,,,0,0,0.0001605206822,6230,,
South Carolina,2008,,,,,,,,,,,,,,,,,,,0.42,0.035,0.387387387,0.660792952,,,0.40997037,,0.40997037,4497746,6.9,310.34,"40,289","40,289","4,528,996",889.6,,,1843943,40997,0.000168304846,5942,,
South Dakota,2008,,,,,,,,,,,,,,,,,,,0.51,0.044,0.391304348,0.584158416,,,,,,803047,4.6,36.94,"7,083","7,083","799,124",886.3,,,0,0,0.000168304846,5942,,
Tennessee,2008,,,,,,,,,,,,,,,,,,,0.495,0.035,0.488789238,0.666666667,,,0.515378823,,0.515378823,6239542,6.6,411.81,"58,820","58,820","6,247,411",941.5,,,3215728,51538,0.0001280611408,7809,,
Texas,2008,,,,,,,,,,,,,,,,,,,0.367,0.035,0.428,0.62962963,,,0.319171867,,0.319171867,24290611,5.6,1360.27,"164,914","164,914","24,309,039",678.4,,,7752880,31917,0.0001754540603,5699,,
Utah,2008,,,,,,,,,,,,,,,,,,,0.355,0.044,0.273972603,0.555205047,,,,,,2724685,1.5,40.87,"14,040","14,040","2,663,029",527.2,,,0,0,0.0001754540603,5699,,
Vermont,2008,,,,,,,,,,,,,,,,,,,0.4,0.044,0.045454545,0.597222222,,,,,,620967,2.7,16.77,"5,211","5,211","624,151",834.9,,,0,0,0.0001754540603,5699,,
Virginia,2008,,,,,,,,,,,,,,,,,,,0.372,0.035,0.323529412,0.615591398,,,0.328034515,,0.328034515,7780691,4.8,373.47,"59,100","59,100","7,833,496",754.5,,,2552335,32803,0.0001463260657,6834,,
Washington,2008,,,,,,,,,,,,,,,,,,,0.38,0.035,0.238095238,0.562857143,,,0.376951544,,0.376951544,6566085,2.9,190.42,"48,627","48,627","6,562,231",741,,,2475096,37695,0.00007693296516,12998,,
West Virginia,2008,,,,,,,,,,,,,,,,,,,0.575,0.035,0.428571429,0.72195122,,,0.524035145,,0.524035145,1816352,3.7,67.21,"21,557","21,557","1,840,310","1,171.40",,,951832,52404,0.00007060595144,14163,,
Wisconsin,2008,,,,,,,,,,,,,,,,,,,0.421,0.035,0.240506329,0.523076923,,,0.403858829,,0.403858829,5627257,2.6,146.31,"46,815","46,815","5,640,996",829.9,,,2272617,40386,0.00006437893178,15533,,
Wyoming,2008,,,,,,,,,,,,,,,,,,,0.64,0.035,0.523809524,0.737864078,,,0.582073329,,0.582073329,532626,2.3,12.25,"4,227","4,227","546,043",774.1,,,310027,58207,0.00003951392179,25308,,
Alabama,2009,,,,,,,,,,,,,,,,,,,0.482,0.032,0.561538462,0.747697974,,,,0.489706175,0.489706175,4707496,6.8,320.11,"47,470","47,470","4,757,938",997.7,,,2305290,48971,0.0001388587759,7202,,
Alaska,2009,,,,,,,,,,,,,,,,,,,0.543,0.044,0.34375,0.612612613,,,,,,694690,3.1,21.54,"3,618","3,618","698,895",517.7,,,0,0,0.0001388587759,7202,,
Arizona,2009,,,,,,,,,,,,,,,,,,,0.396,0.032,0.390977444,0.630982368,,,,0.435879906,0.435879906,6587653,5.8,382.08,"45,816","45,816","6,343,154",722.3,,,2871426,43588,0.0001330641748,7515,,
Arkansas,2009,,,,,,,,,,,,,,,,,,,0.493,0.032,0.458823529,0.729970326,,,,0.516039382,0.516039382,2887331,6.2,179.01,"28,673","28,673","2,896,843",989.8,,,1489977,51604,0.000120145869,8323,,
California,2009,,,,,,,,,,,,,,,,,,,0.196,0.032,0.182713348,0.464764524,,,,0.244749031,0.244749031,36887615,5.3,1955.04,"232,736","232,736","36,961,229",629.7,,,9028208,24475,0.0002165483548,4618,,
Colorado,2009,,,,,,,,,,,,,,,,,,,0.411,0.032,0.25,0.550068587,,,,0.463770616,0.463770616,5015155,3.2,160.48,"31,173","31,173","4,972,195",626.9,,,2325882,46377,0.00006899962804,14493,,
Connecticut,2009,,,,,,,,,,,,,,,,,,,0.185,0.032,0.139240506,0.345991561,,,,0.250124117,0.250124117,3514826,3,105.44,"28,585","28,585","3,561,807",802.5,,,879143,25012,0.0001199404534,8337,,
Delaware,2009,,,,,,,,,,,,,,,,,,,0.265,0.032,0.19047619,0.395348837,,,,0.34664268,0.34664268,884124,4.6,40.67,"7,534","7,534","891,730",844.9,,,306475,34664,0.0001327014896,7536,,
Florida,2009,,,,,,,,,,,,,,,,,,,0.281,0.032,0.34733441,0.561411344,,,,0.297258469,0.297258469,18509936,5.5,1018.05,"169,924","169,924","18,652,644",911,,,5502235,29726,0.0001850241649,5405,,
Georgia,2009,,,,,,,,,,,,,,,,,,,0.453,0.032,0.516129032,0.694130926,,,,0.367408498,0.367408498,9813588,5.8,569.19,"69,712","69,712","9,620,846",724.6,,,3605596,36741,0.0001578624346,6335,,
Hawaii,2009,,,,,,,,,,,,,,,,,,,0.062,0.044,0.054054054,0.246376812,,,,,,1288285,1.8,23.19,"9,914","9,914","1,346,717",736.2,,,0,0,0.0001578624346,6335,,
Idaho,2009,,,,,,,,,,,,,,,,,,,0.541,0.032,0.371428571,0.641025641,,,,0.575278986,0.575278986,1544465,1.6,24.71,"11,098","11,098","1,554,439",714,,,888498,57528,0.00002781259248,35955,,
Illinois,2009,,,,,,,,,,,,,,,,,,,0.243,0.032,0.145098039,0.395878525,,,,0.316432592,0.316432592,12893278,6,773.60,"100,056","100,056","12,796,778",781.9,,,4079853,31643,0.0001896138436,5274,,
Indiana,2009,,,,,,,,,,,,,,,,,,,0.4,0.032,0.328767123,0.601173021,,,,0.453534195,0.453534195,6417276,4.9,314.45,"55,973","55,973","6,459,325",866.5,,,2910454,45353,0.0001080403651,9256,,
Iowa,2009,,,,,,,,,,,,,,,,,,,0.387,0.032,0.161764706,0.508532423,,,,0.49419684,0.49419684,3008331,1.3,39.11,"27,544","27,544","3,032,870",908.2,,,1486708,49420,0.00002630530782,38015,,
Kansas,2009,,,,,,,,,,,,,,,,,,,0.43,0.032,0.275362319,0.57827476,,,,0.482408179,0.482408179,2817430,4.4,123.97,"24,024","24,024","2,832,704",848.1,,,1359151,48241,0.00009120906717,10964,,
Kentucky,2009,,,,,,,,,,,,,,,,,,,0.491,0.032,0.528455285,0.720682303,,,,0.504342747,0.504342747,4312268,4.3,185.43,"41,380","41,380","4,317,074",958.5,,,2174861,50434,0.0000852594793,11729,,
Louisiana,2009,,,,,,,,,,,,,,,,,,,0.458,0.032,0.563829787,0.694444444,,,,0.482898067,0.482898067,4489490,11.8,529.76,"40,282","40,282","4,491,648",896.8,,,2167966,48290,0.0002443579879,4092,,
Maine,2009,,,,,,,,,,,,,,,,,,,0.441,0.032,0.333333333,0.593548387,,,,0.483024092,0.483024092,1315889,2,26.32,"12,594","12,594","1,329,590",947.2,,,635606,48302,0.00004140580218,24151,,
Maryland,2009,,,,,,,,,,,,,,,,,,,0.218,0.032,0.308411215,0.493243243,,,,0.212613284,0.212613284,5688399,7.7,438.01,"43,843","43,843","5,730,388",765.1,,,1209429,21261,0.0003621598733,2761,,
Massachusetts,2009,,,,,,,,,,,,,,,,,,,0.091,0.032,0.08490566,0.188679245,,,,0.174157344,0.174157344,6592205,2.6,171.40,"52,308","52,308","6,517,613",802.6,,,1148081,17416,0.0001492902878,6698,,
Michigan,2009,,,,,,,,,,,,,,,,,,,0.354,0.032,0.253112033,0.55387931,,,,0.417245883,0.417245883,9955260,6.2,617.23,"86,455","86,455","9,901,591",873.1,,,4153791,41725,0.0001485934374,6730,,
Minnesota,2009,,,,,,,,,,,,,,,,,,,0.396,0.032,0.206896552,0.549145299,,,,0.433461919,0.433461919,5262824,1.4,73.68,"37,851","37,851","5,281,203",716.7,,,2281234,43346,0.00003229810829,30962,,
Mississippi,2009,,,,,,,,,,,,,,,,,,,0.478,0.032,0.507246377,0.75,,,,0.490551948,0.490551948,2949943,6.6,194.70,"28,275","28,275","2,958,774",955.6,,,1447100,49055,0.0001345423258,7433,,
Missouri,2009,,,,,,,,,,,,,,,,,,,0.47,0.032,0.318435754,0.607929515,,,,0.50055386,0.50055386,5982234,6.5,388.85,"54,263","54,263","5,961,088",910.3,,,2994430,50055,0.0001298561557,7701,,
Montana,2009,,,,,,,,,,,,,,,,,,,0.625,0.032,0.30952381,0.694915254,,,,0.597441652,0.597441652,974163,3.3,32.15,"8,730","8,730","983,982",887.2,,,582006,59744,0.00005523551947,18104,,
Nebraska,2009,,,,,,,,,,,,,,,,,,,0.415,0.032,0.290322581,0.604316547,,,,0.488849361,0.488849361,1794852,2.3,41.28,"14,810","14,810","1,812,683",817,,,877412,48885,0.0000470492586,21254,,
Nevada,2009,,,,,,,,,,,,,,,,,,,0.391,0.032,0.333333333,0.659793814,,,,0.417472382,0.417472382,2638588,5.9,155.68,"19,224","19,224","2,684,665",716.1,,,1101538,41747,0.0001413267142,7076,,
New Hampshire,2009,,,,,,,,,,,,,,,,,,,0.383,0.032,0.375,0.52238806,,,,0.412660161,0.412660161,1322181,0.8,10.58,"10,100","10,100","1,316,102",767.4,,,545611,41266,0.00001938641225,51583,,
New Jersey,2009,,,,,,,,,,,,,,,,,,,0.098,0.032,0.139240506,0.338912134,,,,0.122503138,0.122503138,8693723,3.7,321.67,"68,277","68,277","8,755,602",779.8,,,1065008,12250,0.0003020330793,3311,,
New Mexico,2009,,,,,,,,,,,,,,,,,,,0.375,0.032,0.25,0.585616438,,,,0.394539484,0.394539484,2007315,9.9,198.72,"15,643","15,643","2,036,802",768,,,791965,39454,0.0002509254562,3985,,
New York,2009,,,,,,,,,,,,,,,,,,,0.152,0.032,0.093959732,0.352100089,,,,0.215160677,0.215160677,19522612,4,780.90,"146,475","146,475","19,307,066",758.7,,,4200498,21516,0.0001859075764,5379,,
North Carolina,2009,,,,,,,,,,,,,,,,,,,0.341,0.032,0.420833333,0.617773019,,,,0.378758785,0.378758785,9357107,5.2,486.57,"77,117","77,117","9,449,566",816.1,,,3544086,37876,0.000137290545,7284,,
North Dakota,2009,,,,,,,,,,,,,,,,,,,0.537,0.032,0.25,0.602564103,,,,0.558776441,0.558776441,645903,1.9,12.27,"5,914","5,914","664,968",889.4,,,360915,55878,0.0000340028652,29409,,
