STATE,Year,Total murders,Total firearms,Handguns,Rifles,Shotguns,Firearms (type unknown),Knives or cutting instruments,Other weapons,"Hands, fists, feet, etc.",Murder Rate (per 100k),Firearms Rate,Handgun Rate,Rifles Rate,Shotguns Rate,Firearms (type unknown) Rate,Knives or cutting instruments Rate,Other Weapons Rate,"Hands, fists, feet, Rate",HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst,Population Estimate,Homicides per 100k Inhabitants,Est. Homicides,"Deaths, Excluding Firearms",Deaths,Population,"Crude Rate Per 100,000",FIREARM FATAILTIY RATE,FIREARM DEATHS,Guns Owners,Firearm Owners per 100k inhabitants,Homicides per Firearm Owner,Firearms per Homicide,Firearm Owners per Fatality,Firearm / Overall Deaths
South Dakota,2014,15,6,0,0,0,6,1,5,3,1.76,0.70,0.00,0.00,0.00,0.70,0.12,0.59,0.35,0.5,0.035,0.375,0.587155963,,,0.446328447,,0.446328447,853175,2.7,23.04,"7,418","7,507","853,175",879.9,10.3,89,380796,44633,0.00006049356742,16531,"4,279",1.19%
Tennessee,2014,370,246,160,7,2,77,43,60,21,5.65,3.76,2.44,0.11,0.03,1.18,0.66,0.92,0.32,0.427,0.035,0.502439024,0.683080808,,,0.331866593,,0.331866593,6549352,5.6,366.76,"63,645","64,661","6,549,352",987.3,15.1,1016,2173511,33187,0.0001687425043,5926,"2,139",1.57%
Texas,2014,1141,765,483,33,28,221,145,128,103,4.23,2.84,1.79,0.12,0.10,0.82,0.54,0.47,0.38,0.385,0.035,0.388429752,0.596123418,,,0.378340087,,0.378340087,26956958,4.4,1186.11,"181,064","183,912","26,956,958",682.2,10.7,2848,10198898,37834,0.0001162974834,8599,"3,581",1.55%
Utah,2014,61,36,25,4,2,5,6,9,10,2.07,1.22,0.85,0.14,0.07,0.17,0.20,0.31,0.34,0.349,0.035,0.241134752,0.583732057,,,0.322608075,,0.322608075,2942902,2.2,64.74,"16,382","16,719","2,942,902",568.1,12.30,337.00,949404,32261,0.00006819420128,14664,"2,817",2.02%
Vermont,2014,10,6,3,2,0,1,1,1,2,1.60,0.96,0.48,0.32,0.00,0.16,0.16,0.16,0.32,0.437,0.035,0.318181818,0.509803922,,,0.445580512,,0.445580512,626562,1.6,10.02,"5,554","5,623","626,562",897.4,10.3,69,279184,44558,0.00003590821315,27849,"4,046",1.23%
Virginia,2014,337,228,119,9,10,90,35,53,21,4.05,2.74,1.43,0.11,0.12,1.08,0.42,0.64,0.25,0.362,0.035,0.339920949,0.620689655,,,0.29222063,,0.29222063,8326289,4.2,349.70,"62,709","63,598","8,326,289",763.8,10.3,889,2433113,29222,0.0001437270189,6958,"2,737",1.40%
Washington,2014,172,94,54,6,4,30,25,42,11,2.44,1.33,0.76,0.08,0.06,0.42,0.35,0.59,0.16,0.335,0.035,0.305660377,0.550351288,,,0.279556509,,0.279556509,7061530,2.5,176.54,"51,397","52,099","7,061,530",737.8,9.70,702.00,1974097,27956,0.00008942735796,11182,"2,812",1.35%
West Virginia,2014,62,16,12,1,0,3,10,30,6,3.35,0.86,0.65,0.05,0.00,0.16,0.54,1.62,0.32,0.547,0.035,0.443037975,0.65,,,0.478264651,,0.478264651,1850326,4.5,83.26,"21,900","22,186","1,850,326","1,199.00",14.6,286,884946,47826,0.00009409016515,10628,"3,094",1.29%
Wisconsin,2014,158,117,79,8,2,28,19,13,9,2.74,2.03,1.37,0.14,0.03,0.49,0.33,0.23,0.16,0.434,0.035,0.228070175,0.523411371,,,0.418202011,,0.418202011,5757564,2.8,161.21,"49,804","50,291","5,757,564",873.5,8.2,487,2407825,41820,0.00006695328875,14936,"4,944",0.97%
Wyoming,2014,13,8,6,0,1,1,1,2,2,2.23,1.37,1.03,0.00,0.17,0.17,0.17,0.34,0.34,0.608,0.044,0.583333333,0.666666667,,,,,,584153,2.7,15.77,"4,573","4,666","584,153",798.8,16.20,93.00,0,0,0.00006695328875,14936,,1.99%
Alabama,2015,3,3,1,0,1,1,0,0,0,0.06,0.06,0.02,0.00,0.02,0.02,0.00,0.00,0.00,0.495,0.032,0.575,0.738983051,,,,0.544806024,0.544806024,4858979,7.2,349.85,"50,951","51,909","4,858,979","1,068.30",19.6,958,2647201,54481,0.000132157129,7567,"2,763",1.85%
Alaska,2015,57,39,12,2,1,24,7,8,3,7.72,5.28,1.63,0.27,0.14,3.25,0.95,1.08,0.41,0.551,0.032,0.510638298,0.642857143,,,,0.605176258,0.605176258,738432,8,59.07,"4,139","4,316","738,432",584.5,23.4,177,446882,60518,0.0001321928925,7565,"2,525",4.10%
Arizona,2015,278,171,128,4,3,36,42,55,10,4.07,2.50,1.87,0.06,0.04,0.53,0.62,0.81,0.15,0.36,0.032,0.391585761,0.605997932,,,,0.436256652,0.436256652,6828065,4.5,307.26,"53,329","54,299","6,828,065",795.2,13.8,970,2978789,43626,0.0001031502896,9695,"3,071",1.79%
Arkansas,2015,164,110,51,10,4,45,18,30,6,5.51,3.69,1.71,0.34,0.13,1.51,0.60,1.01,0.20,0.462,0.032,0.5234375,0.61247216,,,,0.563812313,0.563812313,2978204,6.3,187.63,"31,097","31,617","2,978,204","1,061.60",16.9,520,1679148,56381,0.0001117393121,8949,"3,229",1.64%
California,2015,1861,1275,855,34,33,353,263,233,90,4.75,3.26,2.18,0.09,0.08,0.90,0.67,0.60,0.23,0.151,0.032,0.164149043,0.439823566,,,,0.235507313,0.235507313,39144818,4.8,1878.95,"256,111","259,206","39,144,818",662.2,7.7,3095,9218891,23551,0.000203815327,4906,"2,979",1.19%
Colorado,2015,176,115,65,12,6,32,25,19,17,3.23,2.11,1.19,0.22,0.11,0.59,0.46,0.35,0.31,0.369,0.032,0.286290323,0.556213018,,,,0.453384659,0.453384659,5456574,3.2,174.61,"35,648","36,349","5,456,574",666.2,12.6,701,2473927,45338,0.00007058024431,14168,"3,529",1.93%
Connecticut,2015,107,73,29,0,2,42,16,9,9,2.98,2.03,0.81,0.00,0.06,1.17,0.45,0.25,0.25,0.192,0.032,0.077669903,0.341637011,,,,0.324354652,0.324354652,3590886,3.2,114.91,"30,346","30,535","3,590,886",850.3,5.3,189,1164721,32435,0.00009865744118,10136,"6,163",0.62%
Delaware,2015,63,52,26,0,0,26,6,3,2,6.66,5.50,2.75,0.00,0.00,2.75,0.63,0.32,0.21,0.32,0.032,0.371428571,0.482758621,,,,0.432484965,0.432484965,945934,6.6,62.43,"8,470","8,582","945,934",907.3,12.1,112,409102,43248,0.0001526064611,6553,"3,653",1.31%
Florida,2015,162,121,65,1,0,55,28,8,5,0.80,0.60,0.32,0.00,0.00,0.27,0.14,0.04,0.02,0.277,0.032,0.317105263,0.56809816,,,,0.335622078,0.335622078,20271272,5.1,1033.83,"189,178","191,737","20,271,272",945.9,12,2559,6803486,33562,0.0001519566302,6581,"2,659",1.33%
Georgia,2015,565,464,394,16,10,44,38,60,3,5.53,4.54,3.86,0.16,0.10,0.43,0.37,0.59,0.03,0.361,0.032,0.466237942,0.673956262,,,,0.407383679,0.407383679,10214860,6.1,623.11,"78,494","79,942","10,214,860",782.6,14.1,1448,4161367,40738,0.0001497359937,6678,"2,874",1.81%
Hawaii,2015,19,4,1,1,0,2,6,2,7,1.33,0.28,0.07,0.07,0.00,0.14,0.42,0.14,0.49,0.096,0.032,0.046511628,0.265822785,,,,0.254151118,0.254151118,1431603,1.3,18.61,"10,998","11,053","1,431,603",772.1,3.6,55,363844,25415,0.00005115067013,19550,"6,615",0.50%
Idaho,2015,30,24,17,4,0,3,3,3,0,1.81,1.45,1.03,0.24,0.00,0.18,0.18,0.18,0.00,0.509,0.032,0.384615385,0.658362989,,,,0.562844423,0.562844423,1654930,1.9,31.44,"12,779","13,026","1,654,930",787.1,14.7,247,931468,56284,0.00003375710805,29623,"3,771",1.90%
Illinois,2015,497,440,431,2,1,6,29,25,3,3.86,3.42,3.35,0.02,0.01,0.05,0.23,0.19,0.02,0.238,0.032,0.186206897,0.410997204,,,,0.34520106,0.34520106,12859995,5.9,758.74,"105,652","106,872","12,859,995",831,9.50,"1,220.00",4439284,34520,0.0001709148865,5851,"3,639",1.14%
Indiana,2015,272,209,147,9,5,48,22,29,12,4.11,3.16,2.22,0.14,0.08,0.73,0.33,0.44,0.18,0.394,0.032,0.356382979,0.582901554,,,,0.489498177,0.489498177,6619680,5.6,370.70,"61,867","62,713","6,619,680",947.4,12.7,846,3240321,48950,0.0001144028775,8741,"3,830",1.35%
Iowa,2015,72,49,31,0,2,16,10,5,8,2.30,1.57,0.99,0.00,0.06,0.51,0.32,0.16,0.26,0.36,0.032,0.26,0.501501502,,,,0.505972503,0.505972503,3123899,2.3,71.85,"29,353","29,600","3,123,899",947.5,7.8,247,1580607,50597,0.00004545701568,21999,"6,399",0.83%
Kansas,2015,125,91,51,4,4,32,9,14,11,4.29,3.13,1.75,0.14,0.14,1.10,0.31,0.48,0.38,0.377,0.032,0.281553398,0.521390374,,,,0.47178022,0.47178022,2911641,4.3,125.20,"26,334","26,664","2,911,641",915.8,11.4,330,1373655,47178,0.00009114413487,10972,"4,163",1.24%
Kentucky,2015,209,141,91,1,9,40,30,26,12,4.72,3.19,2.06,0.02,0.20,0.90,0.68,0.59,0.27,0.464,0.032,0.489932886,0.679425837,,,,0.54942889,0.54942889,4425092,4.9,216.83,"45,870","46,564","4,425,092","1,052.30",15.20,694.00,2431273,54943,0.00008918351563,11213,"3,503",1.49%
Louisiana,2015,474,379,207,7,9,156,46,43,6,10.15,8.11,4.43,0.15,0.19,3.34,0.98,0.92,0.13,0.456,0.032,0.510948905,0.68034188,,,,0.535450907,0.535450907,4670724,10.5,490.43,"42,764","43,716","4,670,724",936,20.4,952,2500943,53545,0.0001960964089,5100,"2,627",2.18%
Maine,2015,23,16,15,0,0,1,3,1,3,1.73,1.20,1.13,0.00,0.00,0.08,0.23,0.08,0.23,0.413,0.032,0.265306122,0.61827957,,,,0.488383346,0.488383346,1329328,1.7,22.60,"14,335","14,479","1,329,328","1,089.20",9.8,144,649222,48838,0.00003480872175,28728,"4,508",0.99%
Maryland,2015,372,279,266,3,3,7,44,33,16,6.19,4.65,4.43,0.05,0.05,0.12,0.73,0.55,0.27,0.201,0.032,0.198275862,0.505720824,,,,0.286974318,0.286974318,6006401,9,540.58,"46,539","47,247","6,006,401",786.6,11.9,708,1723683,28697,0.000313616914,3189,"2,435",1.50%
Massachusetts,2015,126,81,33,1,0,47,27,11,7,1.85,1.19,0.49,0.01,0.00,0.69,0.40,0.16,0.10,0.088,0.032,0.071856287,0.223157895,,,,0.2076735,0.2076735,6794422,1.9,129.09,"57,593","57,806","6,794,422",850.8,3,213,1411021,20767,0.00009148976639,10930,"6,625",0.37%
Michigan,2015,571,389,148,10,10,221,52,103,27,5.75,3.92,1.49,0.10,0.10,2.23,0.52,1.04,0.27,0.358,0.032,0.254966887,0.555054152,,,,0.480776411,0.480776411,9922576,5.9,585.43,"93,976","95,140","9,922,576",958.8,11.7,1164,4770540,48078,0.0001227181672,8149,"4,098",1.22%
Minnesota,2015,133,79,47,6,9,17,21,23,10,2.42,1.44,0.86,0.11,0.16,0.31,0.38,0.42,0.18,0.341,0.032,0.193939394,0.481415929,,,,0.419411264,0.419411264,5489594,2.4,131.75,"42,390","42,800","5,489,594",779.7,7.4,410,2302398,41941,0.00005722306972,17475,"5,616",0.96%
Mississippi,2015,159,126,102,3,5,16,11,14,8,5.31,4.21,3.41,0.10,0.17,0.53,0.37,0.47,0.27,0.474,0.032,0.543478261,0.713864307,,,,0.542032968,0.542032968,2992333,8.5,254.35,"31,194","31,783","2,992,333","1,062.10",19.6,589,1621943,54203,0.0001568170296,6377,"2,754",1.85%
Missouri,2015,499,418,233,12,11,162,26,40,15,8.20,6.87,3.83,0.20,0.18,2.66,0.43,0.66,0.25,0.488,0.032,0.314655172,0.648780488,,,,0.569786217,0.569786217,6083672,8.3,504.94,"58,777","59,871","6,083,672",984.1,18.1,1094,3466392,56979,0.0001456686693,6865,"3,169",1.83%
Montana,2015,36,18,13,0,0,5,8,3,7,3.49,1.74,1.26,0.00,0.00,0.48,0.77,0.29,0.68,0.608,0.032,0.461538462,0.695652174,,,,0.625792194,0.625792194,1032949,3.7,38.22,"9,737","9,942","1,032,949",962.5,19.2,205,646411,62579,0.00005912505837,16913,"3,153",2.06%
Nebraska,2015,61,43,41,1,1,0,9,8,1,3.22,2.27,2.16,0.05,0.05,0.00,0.47,0.42,0.05,0.362,0.032,0.191489362,0.596590909,,,,0.482414566,0.482414566,1896190,3.3,62.57,"16,571","16,740","1,896,190",882.8,8.9,169,914750,48241,0.00006840589469,14619,"5,413",1.01%
Nevada,2015,177,113,17,1,1,94,25,30,9,6.12,3.91,0.59,0.03,0.03,3.25,0.86,1.04,0.31,0.328,0.032,0.367346939,0.581508516,,,,0.400815285,0.400815285,2890845,6.2,179.23,"22,433","22,879","2,890,845",791.4,14.9,446,1158695,40082,0.0001546847197,6465,"2,598",1.95%
New Hampshire,2015,14,8,4,0,0,4,6,0,0,1.05,0.60,0.30,0.00,0.00,0.30,0.45,0.00,0.00,0.372,0.032,0.258064516,0.548192771,,,,0.443132147,0.443132147,1330608,1.1,14.64,"11,863","11,984","1,330,608",900.6,8.9,121,589635,44313,0.00002482329498,40285,"4,873",1.01%
New Jersey,2015,353,255,200,3,0,52,38,41,19,3.94,2.85,2.23,0.03,0.00,0.58,0.42,0.46,0.21,0.081,0.032,0.081218274,0.29222973,,,,0.180114841,0.180114841,8958013,4.1,367.28,"71,796","72,271","8,958,013",806.8,5.40,475.00,1613471,18011,0.0002276325469,4393,"3,397",0.66%
New Mexico,2015,94,56,14,1,2,39,18,19,1,4.51,2.69,0.67,0.05,0.10,1.87,0.86,0.91,0.05,0.37,0.032,0.325396825,0.625668449,,,,0.413907533,0.413907533,2085109,5.6,116.77,"17,295","17,685","2,085,109",848.2,18.6,390,863042,41391,0.0001352959189,7391,"2,213",2.21%
New York,2015,611,383,331,1,5,46,104,104,20,3.09,1.93,1.67,0.01,0.03,0.23,0.53,0.53,0.10,0.119,0.032,0.066059226,0.323165705,,,,0.232022857,0.232022857,19795791,3.1,613.67,"152,779","153,628","19,795,791",776.1,4.2,849,4593076,23202,0.0001336075264,7485,"5,410",0.55%
North Carolina,2015,506,353,235,10,21,87,41,77,35,5.04,3.51,2.34,0.10,0.21,0.87,0.41,0.77,0.35,0.316,0.032,0.348214286,0.626168224,,,,0.411070547,0.411070547,10042802,5.2,522.23,"87,844","89,133","10,042,802",887.5,12.5,1289,4128300,41107,0.0001264989681,7905,"3,203",1.45%
North Dakota,2015,17,9,5,0,0,4,3,1,4,2.25,1.19,0.66,0.00,0.00,0.53,0.40,0.13,0.53,0.504,0.032,0.416666667,0.66,,,,0.534076593,0.534076593,756927,2.8,21.19,"6,131","6,223","756,927",822.1,12.80,92.00,404257,53408,0.0000524269372,19074,"4,394",1.48%
Ohio,2015,480,316,184,12,7,113,39,103,22,4.13,2.72,1.58,0.10,0.06,0.97,0.34,0.89,0.19,0.388,0.032,0.327433628,0.57208238,,,,0.479343291,0.479343291,11613423,4.5,522.60,"116,791","118,188","11,613,423","1,017.70",11.9,1397,5566816,47934,0.0000938784392,10652,"3,985",1.18%
Oklahoma,2015,233,149,113,8,9,19,33,32,19,5.96,3.81,2.89,0.20,0.23,0.49,0.84,0.82,0.49,0.487,0.032,0.461988304,0.628432956,,,,0.595700298,0.595700298,3911338,6.1,238.59,"38,716","39,422","3,911,338","1,007.90",18,706,2329985,59570,0.000102400486,9766,"3,300",1.79%
Oregon,2015,71,34,17,1,5,11,12,22,3,1.76,0.84,0.42,0.02,0.12,0.27,0.30,0.55,0.07,0.407,0.032,0.286486486,0.554592721,,,,0.476776881,0.476776881,4028977,2.7,108.78,"35,219","35,705","4,028,977",886.2,11.4,486,1920923,47678,0.00005663026266,17658,"3,953",1.36%
Pennsylvania,2015,651,497,386,10,11,90,65,67,22,5.08,3.88,3.02,0.08,0.09,0.70,0.51,0.52,0.17,0.368,0.032,0.29342723,0.54972752,,,,0.442179198,0.442179198,12802503,5.2,665.73,"131,113","132,598","12,802,503","1,035.70",11.40,"1,485.00",5661001,44218,0.0001175993811,8503,"3,812",1.12%
Rhode Island,2015,27,10,3,0,1,6,10,6,1,2.56,0.95,0.28,0.00,0.09,0.57,0.95,0.57,0.09,0.151,0.032,0.111111111,0.37,,,,0.268615243,0.268615243,1056298,2.9,30.63,"10,112","10,163","1,056,298",962.1,4.7,51,283738,26862,0.0001079611108,9263,"5,563",0.50%
South Carolina,2015,394,312,201,7,10,94,34,34,14,8.05,6.37,4.11,0.14,0.20,1.92,0.69,0.69,0.29,0.393,0.032,0.497297297,0.676840215,,,,0.452155191,0.452155191,4896146,8.3,406.38,"46,348","47,198","4,896,146",964,17.3,850,2213818,45216,0.0001835652927,5448,"2,604",1.80%
South Dakota,2015,27,12,5,1,5,1,8,2,5,3.15,1.40,0.58,0.12,0.58,0.12,0.93,0.23,0.58,0.492,0.032,0.217391304,0.496062992,,,,0.623744006,0.623744006,858469,3.8,32.62,"7,635","7,731","858,469",900.6,11.1,96,535465,62374,0.00006092242913,16414,"5,578",1.24%
Tennessee,2015,402,297,204,13,7,73,40,51,14,6.09,4.50,3.09,0.20,0.11,1.11,0.61,0.77,0.21,0.416,0.032,0.3930131,0.653158522,,,,0.474977432,0.474977432,6600299,6.3,415.82,"65,495","66,570","6,600,299","1,008.60",16.00,"1,075.00",3134993,47498,0.0001326378808,7539,"2,916",1.61%
Texas,2015,1276,906,610,19,36,241,146,135,89,4.65,3.30,2.22,0.07,0.13,0.88,0.53,0.49,0.32,0.336,0.032,0.430203046,0.632887189,,,,0.379589568,0.379589568,27469114,4.8,1318.52,"186,451","189,654","27,469,114",690.4,11.7,3203,10426989,37959,0.0001264523687,7908,"3,255",1.69%
Utah,2015,54,34,26,2,0,6,5,6,9,1.80,1.13,0.87,0.07,0.00,0.20,0.17,0.20,0.30,0.35,0.032,0.241830065,0.578616352,,,,0.446925538,0.446925538,2995919,1.9,56.92,"16,967","17,334","2,995,919",578.6,12.8,367,1338953,44693,0.00004251267467,23522,"3,648",2.12%
Vermont,2015,10,8,2,4,0,2,0,1,1,1.60,1.28,0.32,0.64,0.00,0.32,0.00,0.16,0.16,0.43,0.032,0.125,0.655172414,,,,0.510332791,0.510332791,626042,1.6,10.02,"5,849","5,919","626,042",945.5,9.6,70,319490,51033,0.0000313520908,31896,"4,564",1.18%
Virginia,2015,383,275,148,6,7,114,51,43,14,4.57,3.28,1.77,0.07,0.08,1.36,0.61,0.51,0.17,0.345,0.032,0.37007874,0.62037037,,,,0.384161983,0.384161983,8382993,4.7,394.00,"64,631","65,577","8,382,993",782.3,10.9,946,3220427,38416,0.0001223442248,8174,"3,404",1.44%
Washington,2015,209,141,84,3,5,49,18,36,14,2.91,1.97,1.17,0.04,0.07,0.68,0.25,0.50,0.20,0.318,0.032,0.288461538,0.541818182,,,,0.382463392,0.382463392,7170351,3,215.11,"53,877","54,595","7,170,351",761.4,9.8,718,2742397,38246,0.00007843887971,12749,"3,819",1.32%
West Virginia,2015,57,30,19,1,1,9,6,17,4,3.09,1.63,1.03,0.05,0.05,0.49,0.33,0.92,0.22,0.537,0.032,0.420289855,0.686346863,,,,0.58590783,0.58590783,1844128,4.6,84.83,"22,474","22,752","1,844,128","1,233.80",14,278,1080489,58591,0.00007851064219,12737,"3,887",1.22%
Wisconsin,2015,238,170,122,5,4,39,37,25,6,4.12,2.95,2.11,0.09,0.07,0.68,0.64,0.43,0.10,0.434,0.032,0.201877934,0.573795181,,,,0.516254852,0.516254852,5771337,4.2,242.40,"50,651","51,264","5,771,337",888.3,10.4,613,2979481,51625,0.00008135516758,12292,"4,860",1.20%
Wyoming,2015,16,10,4,0,3,3,2,3,1,2.73,1.71,0.68,0.00,0.51,0.51,0.34,0.51,0.17,0.549,0.032,0.393939394,0.661290323,,,,0.61153088,0.61153088,586107,2.7,15.82,"4,665","4,778","586,107",815.2,19.6,113,358423,61153,0.00004415149076,22649,"3,172",2.37%
Alabama,2016,3,1,0,0,0,1,0,2,0,0.06,0.02,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.528,0.028,0.646341463,0.711538462,,,0.471447957,0.649360662,0.5604043095,4863300,8.4,408.52,"51,420","52,466","4,863,300","1,078.80",21.50,"1,046.00",2725414,56040,0.0001498917809,6671,"2,606",1.99%
Alaska,2016,52,43,12,4,1,26,3,6,0,7.01,5.80,1.62,0.54,0.13,3.50,0.40,0.81,0.00,0.572,0.032,0.369565217,0.653061224,,,,0.666124712,0.666124712,741894,7,51.93,"4,317","4,494","741,894",605.7,23.3,177,494194,66612,0.0001050854273,9516,"2,792",3.94%
Arizona,2016,336,227,156,16,10,45,40,63,6,4.85,3.28,2.25,0.23,0.14,0.65,0.58,0.91,0.09,0.36,0.028,0.409090909,0.647715736,,,0.372834325,0.38709837,0.3799663475,6931071,5.6,388.14,"55,551","56,645","6,931,071",817.3,15.2,1094,2633574,37997,0.000147381473,6785,"2,407",1.93%
Arkansas,2016,209,151,72,11,3,65,25,25,8,6.99,5.05,2.41,0.37,0.10,2.18,0.84,0.84,0.27,0.518,0.028,0.510638298,0.625603865,,,0.48098291,0.661607791,0.5712953505,2988248,7.3,218.14,"31,215","31,756","2,988,248","1,062.70",17.8,541,1707172,57130,0.0001277797901,7826,"3,156",1.70%
California,2016,1930,1368,930,37,36,365,280,193,89,4.92,3.49,2.37,0.09,0.09,0.93,0.71,0.49,0.23,0.163,0.028,0.182547643,0.428571429,,,0.186860452,0.240007863,0.2134341575,39250017,4.9,1923.25,"259,056","262,240","39,250,017",668.1,7.9,3184,8377294,21343,0.0002295789979,4356,"2,631",1.21%
Colorado,2016,202,136,87,4,4,41,27,28,11,3.65,2.45,1.57,0.07,0.07,0.74,0.49,0.51,0.20,0.379,0.028,0.337164751,0.578831312,,,0.322769717,0.476515905,0.399642811,5540545,3.4,188.38,"36,718","37,530","5,540,545",677.4,14.30,812.00,2214239,39964,0.0000850759705,11754,"2,727",2.16%
Connecticut,2016,76,48,24,0,1,23,12,13,3,2.13,1.34,0.67,0.00,0.03,0.64,0.34,0.36,0.08,0.188,0.028,0.07826087,0.358156028,,,0.245674815,0.272317062,0.2589959385,3576452,2.2,78.68,"30,371","30,543","3,576,452",854,4.6,172,926287,25900,0.00008494341698,11773,"5,385",0.56%
Delaware,2016,56,41,17,0,0,24,7,8,0,5.88,4.31,1.79,0.00,0.00,2.52,0.74,0.84,0.00,0.387,0.028,0.428571429,0.571428571,,,0.381303805,0.499978554,0.4406411795,952065,6.1,58.08,"8,763","8,874","952,065",932.1,11,111,419519,44064,0.0001384346331,7224,"3,779",1.25%
Florida,2016,136,105,105,0,0,0,19,6,6,0.66,0.51,0.51,0.00,0.00,0.00,0.09,0.03,0.03,0.288,0.028,0.353689567,0.591429784,,,0.232072013,0.374912729,0.303492371,20612439,5.4,1113.07,"194,609","197,313","20,612,439",957.3,12.60,"2,704.00",6255718,30349,0.00017792869,5620,"2,314",1.37%
Georgia,2016,646,522,421,20,14,67,48,71,5,6.27,5.06,4.08,0.19,0.14,0.65,0.47,0.69,0.05,0.377,0.028,0.47266881,0.659380692,,,0.310039574,0.472257887,0.3911487305,10310371,6.6,680.48,"79,857","81,428","10,310,371",789.8,15,1571,4032889,39115,0.0001687337702,5926,"2,567",1.93%
Hawaii,2016,35,19,12,3,2,2,8,5,3,2.45,1.33,0.84,0.21,0.14,0.14,0.56,0.35,0.21,0.091,0.032,0.172413793,0.220689655,,,,0.249687765,0.249687765,1428557,2.4,34.29,"10,847","10,913","1,428,557",763.9,4.5,66,356693,24969,0.00009612004817,10404,"5,404",0.60%
Idaho,2016,47,17,13,1,0,3,5,21,4,2.79,1.01,0.77,0.06,0.00,0.18,0.30,1.25,0.24,0.578,0.032,0.43902439,0.665427509,,,,0.682871621,0.682871621,1683140,2.9,48.81,"13,124","13,366","1,683,140",794.1,14.60,242.00,1149369,68287,0.00004246771883,23547,"4,749",1.81%
Illinois,2016,941,799,728,14,5,52,61,62,19,7.35,6.24,5.69,0.11,0.04,0.41,0.48,0.48,0.15,0.226,0.028,0.151898734,0.416742493,,,0.254503164,0.290751749,0.2726274565,12801539,8.3,1062.53,"105,530","107,020","12,801,539",836,11.7,1490,3490051,27263,0.0003044447579,3285,"2,342",1.39%
Indiana,2016,348,287,169,12,2,104,19,32,10,5.25,4.33,2.55,0.18,0.03,1.57,0.29,0.48,0.15,0.424,0.028,0.43814433,0.602380952,,,0.370503981,0.535434757,0.452969369,6633053,6.5,431.15,"62,476","63,473","6,633,053",956.9,15,997,3004570,45297,0.0001434975618,6969,"3,014",1.57%
Iowa,2016,71,43,25,2,1,15,12,10,6,2.26,1.37,0.80,0.06,0.03,0.48,0.38,0.32,0.19,0.385,0.032,0.205128205,0.568364611,,,,0.54858179,0.54858179,3134693,2.3,72.10,"29,250","29,538","3,134,693",942.3,9.2,288,1719635,54858,0.00004192629143,23851,"5,971",0.98%
Kansas,2016,96,61,43,5,1,12,8,19,8,3.30,2.10,1.48,0.17,0.03,0.41,0.28,0.65,0.28,0.423,0.028,0.258928571,0.567164179,,,0.383091297,0.549434053,0.466262675,2907289,4.5,130.83,"25,862","26,245","2,907,289",902.7,13.4,383,1355560,46626,0.00009651212163,10361,"3,539",1.46%
Kentucky,2016,260,207,143,7,8,49,20,22,11,5.86,4.67,3.22,0.16,0.18,1.10,0.45,0.50,0.25,0.525,0.028,0.518292683,0.692567568,,,0.460908772,0.669965413,0.5654370925,4436974,6,266.22,"47,055","47,827","4,436,974","1,077.90",17.5,772,2508830,56544,0.0001061126,9424,"3,250",1.61%
Louisiana,2016,543,445,219,26,7,193,33,52,13,11.60,9.51,4.68,0.56,0.15,4.12,0.70,1.11,0.28,0.523,0.028,0.576687117,0.673151751,,,0.471968372,0.659391448,0.56567991,4681666,11.8,552.44,"43,319","44,306","4,681,666",946.4,21.3,987,2648324,56568,0.0002085985341,4794,"2,683",2.23%
Maine,2016,20,11,2,1,3,5,5,2,2,1.50,0.83,0.15,0.08,0.23,0.38,0.38,0.15,0.15,0.477,0.032,0.185185185,0.593023256,,,,0.620005443,0.620005443,1331479,1.5,19.97,"14,059","14,182","1,331,479","1,065.10",8.3,123,825524,62001,0.00002419333599,41334,"6,712",0.87%
Maryland,2016,430,328,309,2,3,14,52,29,21,7.15,5.45,5.14,0.03,0.05,0.23,0.86,0.48,0.35,0.167,0.028,0.208695652,0.481953291,,,0.187704536,0.238143123,0.2129238295,6016447,8.9,535.46,"48,117","48,824","6,016,447",811.5,11.9,707,1281045,21292,0.0004179898521,2392,"1,812",1.45%
Massachusetts,2016,132,85,34,0,0,51,25,11,11,1.94,1.25,0.50,0.00,0.00,0.75,0.37,0.16,0.16,0.09,0.028,0.047945205,0.274226804,,,0.121486008,0.191845241,0.1566656245,6811779,2,136.24,"56,719","56,961","6,811,779",836.2,3.4,242,1067172,15667,0.0001276604237,7833,"4,410",0.42%
Michigan,2016,597,443,191,15,12,225,45,89,20,6.01,4.46,1.92,0.15,0.12,2.27,0.45,0.90,0.20,0.389,0.028,0.295681063,0.590780809,,,0.36464852,0.518877494,0.441763007,9928300,6.2,615.55,"95,001","96,231","9,928,300",969.3,12.30,"1,230.00",4385956,44176,0.0001403467448,7125,"3,566",1.28%
Minnesota,2016,99,60,42,2,1,15,12,19,8,1.79,1.09,0.76,0.04,0.02,0.27,0.22,0.34,0.14,0.391,0.028,0.195121951,0.516351119,,,0.290008491,0.55815275,0.4240806205,5519952,1.8,99.36,"42,646","43,078","5,519,952",780.4,7.6,432,2340905,42408,0.00004244475963,23560,"5,419",1.00%
