Year,STATE,HFR,HFR_se,Fem_FS_S,Male_FS_S,BRFSS,GALLUP,GSS,PEW,AvgGunOwnershipEst
1982,South Carolina,0.565,0.036,0.583333333,0.761403509,,,0.54949864,,0.54949864
1983,South Carolina,0.546,0.038,0.608695652,0.760504202,,0.596983673,,,0.596983673
1984,South Carolina,0.546,0.036,0.658823529,0.744262295,,,0.512145401,,0.512145401
1985,South Carolina,0.588,0.031,0.688888889,0.775577558,,0.607642245,0.565832165,,0.586737205
1986,South Carolina,0.537,0.038,0.578313253,0.778145695,,0.56341428,,,0.56341428
1987,South Carolina,0.538,0.036,0.617283951,0.735955056,,,0.506310155,,0.506310155
1988,South Carolina,0.588,0.031,0.563380282,0.788321168,,0.757346703,0.497748813,,0.627547758
1989,South Carolina,0.618,0.031,0.594936709,0.8,,0.698545428,0.600934144,,0.649739786
1990,South Carolina,0.61,0.031,0.646341463,0.789772727,,0.640790009,0.621078567,,0.630934288
1991,South Carolina,0.582,0.031,0.550724638,0.752136752,,0.674829592,0.571665703,,0.6232476475
1992,South Carolina,0.533,0.047,0.626666667,0.779487179,,,,,
1993,South Carolina,0.527,0.031,0.6,0.713554987,,0.583518161,0.492127,,0.5378225805
1994,South Carolina,0.541,0.036,0.646341463,0.715025907,,,0.532134061,,0.532134061
1995,South Carolina,0.494,0.047,0.6,0.716763006,,,,,
1996,South Carolina,0.493,0.031,0.645454545,0.715762274,,0.487956908,0.461042719,,0.4744998135
1997,South Carolina,0.521,0.029,0.595744681,0.733727811,,0.576121102,,0.54594854,0.561034821
1998,South Carolina,0.464,0.036,0.65060241,0.740437158,,,0.373584263,,0.373584263
1999,South Carolina,0.468,0.036,0.609756098,0.705357143,,0.489330321,,,0.489330321
2000,South Carolina,0.492,0.026,0.533980583,0.711764706,,0.570319028,0.428928796,0.544899997,0.5147159403
2001,South Carolina,0.442,0.021,0.590909091,0.68907563,0.441463098,,,,0.441463098
2002,South Carolina,0.466,0.02,0.533333333,0.723287671,0.482322944,,0.385253424,,0.433788184
2003,South Carolina,0.456,0.032,0.575757576,0.718832891,,,,0.496888123,0.496888123
2004,South Carolina,0.436,0.018,0.527472527,0.716112532,0.433558784,,0.441429156,0.450680744,0.4418895613
2005,South Carolina,0.394,0.044,0.448598131,0.660049628,,,,,
2006,South Carolina,0.403,0.035,0.453781513,0.644444444,,,0.378914279,,0.378914279
2007,South Carolina,0.415,0.032,0.416666667,0.64321608,,,,0.461830676,0.461830676
2008,South Carolina,0.42,0.035,0.387387387,0.660792952,,,0.40997037,,0.40997037
2009,South Carolina,0.409,0.032,0.480916031,0.643442623,,,,0.435420465,0.435420465
2010,South Carolina,0.418,0.028,0.410596026,0.679012346,,,0.404703912,0.43218183,0.418442871
2011,South Carolina,0.466,0.032,0.489932886,0.693516699,,,,0.520013628,0.520013628
2012,South Carolina,0.459,0.026,0.460122699,0.701960784,,0.553442476,0.391432334,0.489315843,0.478063551
2013,South Carolina,0.445,0.032,0.47260274,0.729090909,,,,0.540648903,0.540648903
2014,South Carolina,0.42,0.035,0.494252874,0.678756477,,,0.379472974,,0.379472974
2015,South Carolina,0.393,0.032,0.497297297,0.676840215,,,,0.452155191,0.452155191
2016,South Carolina,0.45,0.028,0.475490196,0.700490998,,,0.34764083,0.605040683,0.4763407565
1980,South Dakota,0.592,0.038,,0.693333333,,0.629808159,,,0.629808159
1981,South Dakota,0.585,0.047,,0.613333333,,,,,
1982,South Dakota,0.54,0.047,,0.632911392,,,,,
1983,South Dakota,0.624,0.038,,0.671232877,,0.661072296,,,0.661072296
1984,South Dakota,0.501,0.047,,0.5375,,,,,
1985,South Dakota,0.58,0.047,,0.652173913,,,,,
1986,South Dakota,0.588,0.038,,0.651162791,,0.630973724,,,0.630973724
1987,South Dakota,0.568,0.047,,0.642857143,,,,,
1988,South Dakota,0.605,0.038,,0.635135135,,0.724316822,,,0.724316822
1989,South Dakota,0.604,0.038,0.294117647,0.630136986,,0.700240547,,,0.700240547
1990,South Dakota,0.617,0.038,0.421052632,0.666666667,,0.686726756,,,0.686726756
1991,South Dakota,0.596,0.038,0.307692308,0.658536585,,0.666711895,,,0.666711895
1992,South Dakota,0.55,0.047,0.277777778,0.639344262,,,,,
1993,South Dakota,0.621,0.038,0.333333333,0.767676768,,0.643388699,,,0.643388699
1994,South Dakota,0.635,0.036,0.533333333,0.719512195,,,0.570945451,,0.570945451
1995,South Dakota,0.617,0.047,0.466666667,0.704225352,,,,,
1996,South Dakota,0.582,0.031,0.421052632,0.628571429,,0.649946908,0.530763122,,0.590355015
1997,South Dakota,0.518,0.033,0.142857143,0.628318584,,,,0.547940446,0.547940446
1998,South Dakota,0.524,0.036,0.357142857,0.663366337,,,0.455028406,,0.455028406
1999,South Dakota,0.494,0.036,0.4,0.559139785,,0.54085307,,,0.54085307
2000,South Dakota,0.547,0.026,0.166666667,0.590361446,,0.600253333,0.505179814,0.628920971,0.5781180393
2001,South Dakota,0.518,0.021,0.235294118,0.443181818,0.5468987,,,,0.5468987
2002,South Dakota,0.564,0.02,0.111111111,0.631578947,0.600802187,,0.442750594,,0.5217763905
2003,South Dakota,0.537,0.032,0.473684211,0.614457831,,,,0.557074764,0.557074764
2004,South Dakota,0.567,0.019,0.277777778,0.595744681,0.586465114,,,0.580336118,0.583400616
2005,South Dakota,0.504,0.044,0.117647059,0.663461538,,,,,
2006,South Dakota,0.514,0.044,0.380952381,0.605769231,,,,,
2007,South Dakota,0.511,0.032,0.153846154,0.526315789,,,,0.59391625,0.59391625
2008,South Dakota,0.51,0.044,0.391304348,0.584158416,,,,,
2009,South Dakota,0.519,0.032,0.095238095,0.546296296,,,,0.603099227,0.603099227
2010,South Dakota,0.523,0.032,0.263157895,0.539215686,,,,0.588126833,0.588126833
2011,South Dakota,0.479,0.032,0.296296296,0.514851485,,,,0.51225658,0.51225658
2012,South Dakota,0.568,0.026,0.375,0.572649573,,0.650867381,0.511244071,0.622448746,0.5948533993
2013,South Dakota,0.523,0.032,0.217391304,0.532258065,,,,0.673335246,0.673335246
2014,South Dakota,0.5,0.035,0.375,0.587155963,,,0.446328447,,0.446328447
2015,South Dakota,0.492,0.032,0.217391304,0.496062992,,,,0.623744006,0.623744006
2016,South Dakota,0.55,0.028,0.361111111,0.559055118,,,0.512110947,0.669858961,0.590984954
1980,Tennessee,0.573,0.031,0.690647482,0.762470309,,0.547401557,0.542557164,,0.5449793605
1981,Tennessee,0.577,0.047,0.649253731,0.755148741,,,,,
1982,Tennessee,0.599,0.036,0.666666667,0.795154185,,,0.547566976,,0.547566976
1983,Tennessee,0.577,0.038,0.647058824,0.785407725,,0.584572928,,,0.584572928
1984,Tennessee,0.585,0.036,0.590277778,0.764023211,,,0.549304445,,0.549304445
1985,Tennessee,0.607,0.031,0.620155039,0.789587852,,0.650156487,0.565088036,,0.6076222615
1986,Tennessee,0.548,0.038,0.605839416,0.760914761,,0.522141436,,,0.522141436
1987,Tennessee,0.582,0.036,0.650793651,0.769547325,,,0.523551375,,0.523551375
1988,Tennessee,0.588,0.031,0.606557377,0.803001876,,0.706590372,0.462698335,,0.5846443535
1989,Tennessee,0.584,0.031,0.606837607,0.798130841,,0.594772868,0.522480564,,0.558626716
1990,Tennessee,0.557,0.031,0.581395349,0.77480916,,0.540632097,0.504569092,,0.5226005945
1991,Tennessee,0.576,0.031,0.62992126,0.781308411,,0.619814903,0.495874117,,0.55784451
1992,Tennessee,0.581,0.047,0.642201835,0.772643253,,,,,
1993,Tennessee,0.59,0.031,0.653846154,0.782688766,,0.619797964,0.539144229,,0.5794710965
1994,Tennessee,0.574,0.036,0.638655462,0.794824399,,,0.506513221,,0.506513221
1995,Tennessee,0.565,0.047,0.644628099,0.748214286,,,,,
1996,Tennessee,0.518,0.031,0.525,0.761821366,,0.502021463,0.462427843,,0.482224653
1997,Tennessee,0.508,0.029,0.5,0.743455497,,0.556101557,,0.49641932,0.5262604385
1998,Tennessee,0.513,0.036,0.533333333,0.732323232,,,0.439412985,,0.439412985
1999,Tennessee,0.503,0.036,0.492857143,0.730375427,,0.499947102,,,0.499947102
2000,Tennessee,0.489,0.026,0.493150685,0.734589041,,0.57904243,0.45479124,0.452773833,0.4955358343
2001,Tennessee,0.444,0.021,0.473684211,0.721453287,0.426340769,,,,0.426340769
2002,Tennessee,0.468,0.02,0.487951807,0.718954248,0.471494244,,0.3656832,,0.418588722
2003,Tennessee,0.436,0.032,0.509090909,0.685092127,,,,0.418736302,0.418736302
2004,Tennessee,0.472,0.018,0.527272727,0.70015949,0.475589758,,0.454472109,0.450878619,0.4603134953
2005,Tennessee,0.467,0.044,0.522012579,0.672883788,,,,,
2006,Tennessee,0.447,0.035,0.476923077,0.701030928,,,0.367372833,,0.367372833
2007,Tennessee,0.461,0.032,0.502487562,0.690513219,,,,0.471954748,0.471954748
2008,Tennessee,0.495,0.035,0.488789238,0.666666667,,,0.515378823,,0.515378823
2009,Tennessee,0.421,0.032,0.35678392,0.672459893,,,,0.427551612,0.427551612
2010,Tennessee,0.438,0.028,0.460465116,0.667582418,,,0.417631212,0.43747805,0.427554631
2011,Tennessee,0.491,0.032,0.475961538,0.658634538,,,,0.547229463,0.547229463
2012,Tennessee,0.478,0.026,0.463768116,0.687418936,,0.591108619,0.413137976,0.488663195,0.4976365967
2013,Tennessee,0.469,0.032,0.485,0.697590361,,,,0.555520359,0.555520359
2014,Tennessee,0.427,0.035,0.502439024,0.683080808,,,0.331866593,,0.331866593
2015,Tennessee,0.416,0.032,0.3930131,0.653158522,,,,0.474977432,0.474977432
2016,Tennessee,0.469,0.028,0.43083004,0.65967366,,,0.380948483,0.600722073,0.490835278
1980,Texas,0.58,0.031,0.595477387,0.751846381,,0.550141541,0.572335221,,0.561238381
1981,Texas,0.586,0.047,0.641255605,0.765254846,,,,,
1982,Texas,0.613,0.036,0.662100457,0.76799441,,,0.576145432,,0.576145432
1983,Texas,0.586,0.038,0.659388646,0.769922879,,0.596397698,,,0.596397698
1984,Texas,0.545,0.036,0.635103926,0.709480122,,,0.485569,,0.485569
1985,Texas,0.506,0.031,0.579741379,0.736872146,,0.474267897,0.438003725,,0.456135811
1986,Texas,0.529,0.038,0.576,0.727784027,,0.511292793,,,0.511292793
1987,Texas,0.516,0.036,0.556603774,0.75,,,0.415601959,,0.415601959
1988,Texas,0.541,0.031,0.586065574,0.72056338,,0.629231631,0.443722537,,0.536477084
1989,Texas,0.555,0.031,0.596452328,0.724776119,,0.621458747,0.485184969,,0.553321858
1990,Texas,0.53,0.031,0.595132743,0.755986317,,0.536544032,0.464416658,,0.500480345
1991,Texas,0.514,0.031,0.564159292,0.731775181,,0.591041195,0.412014872,,0.5015280335
1992,Texas,0.522,0.047,0.543046358,0.713019391,,,,,
1993,Texas,0.563,0.031,0.548245614,0.722099448,,0.640310105,0.525559243,,0.582934674
1994,Texas,0.517,0.036,0.574324324,0.737982039,,,0.456218062,,0.456218062
1995,Texas,0.488,0.047,0.49339207,0.699438202,,,,,
1996,Texas,0.491,0.031,0.485148515,0.688840022,,0.492325288,0.479353225,,0.4858392565
1997,Texas,0.494,0.029,0.46347032,0.677985948,,0.522227922,,0.547245916,0.534736919
1998,Texas,0.466,0.036,0.502380952,0.673671921,,,0.43736693,,0.43736693
1999,Texas,0.421,0.036,0.459657702,0.649122807,,0.447771342,,,0.447771342
2000,Texas,0.417,0.026,0.495073892,0.64845173,,0.482721816,0.316150226,0.478260448,0.42571083
2001,Texas,0.377,0.021,0.445945946,0.661987647,0.365700842,,,,0.365700842
2002,Texas,0.379,0.02,0.368316832,0.625138427,0.371759773,,0.379298933,,0.375529353
2003,Texas,0.362,0.032,0.388998035,0.621359223,,,,0.37342392,0.37342392
2004,Texas,0.368,0.018,0.436619718,0.610648918,0.366212663,,0.361721947,0.385984854,0.371306488
2005,Texas,0.376,0.044,0.412955466,0.611746362,,,,,
2006,Texas,0.363,0.035,0.426,0.594477531,,,0.338125441,,0.338125441
2007,Texas,0.392,0.032,0.387225549,0.629917184,,,,0.435748781,0.435748781
2008,Texas,0.367,0.035,0.428,0.62962963,,,0.319171867,,0.319171867
2009,Texas,0.357,0.032,0.403846154,0.604380867,,,,0.373905637,0.373905637
2010,Texas,0.346,0.028,0.370558376,0.644782609,,,0.242184042,0.405457949,0.3238209955
2011,Texas,0.378,0.032,0.455759599,0.614279495,,,,0.400755753,0.400755753
2012,Texas,0.426,0.026,0.408427877,0.616528926,,0.608023249,0.403788592,0.41316824,0.4749933603
2013,Texas,0.364,0.032,0.417040359,0.628033473,,,,0.439994491,0.439994491
2014,Texas,0.385,0.035,0.388429752,0.596123418,,,0.378340087,,0.378340087
2015,Texas,0.336,0.032,0.430203046,0.632887189,,,,0.379589568,0.379589568
2016,Texas,0.355,0.028,0.430429129,0.61971313,,,0.337897736,0.425182054,0.381539895
1980,Utah,0.53,0.038,0.358490566,0.664285714,,0.585437264,,,0.585437264
1981,Utah,0.496,0.047,0.305555556,0.658385093,,,,,
1982,Utah,0.551,0.047,0.441176471,0.732142857,,,,,
1983,Utah,0.535,0.038,0.45,0.662790698,,0.562925961,,,0.562925961
1984,Utah,0.581,0.036,0.363636364,0.655555556,,,0.623525549,,0.623525549
1985,Utah,0.565,0.036,0.357142857,0.699421965,,,0.567357375,,0.567357375
1986,Utah,0.531,0.038,0.408163265,0.698979592,,0.576889232,,,0.576889232
1987,Utah,0.57,0.036,0.409090909,0.689839572,,,0.584379696,,0.584379696
1988,Utah,0.56,0.031,0.418181818,0.643678161,,0.701075488,0.504444764,,0.602760126
1989,Utah,0.566,0.031,0.363636364,0.700598802,,0.632028422,0.546656274,,0.589342348
1990,Utah,0.551,0.031,0.43902439,0.677130045,,0.614202251,0.518899041,,0.566550646
1991,Utah,0.524,0.031,0.351851852,0.693965517,,0.639244186,0.443212143,,0.5412281645
1992,Utah,0.489,0.047,0.351351351,0.652968037,,,,,
1993,Utah,0.496,0.038,0.333333333,0.646511628,,0.53781678,,,0.53781678
1994,Utah,0.479,0.047,0.264150943,0.680672269,,,,,
1995,Utah,0.477,0.047,0.327586207,0.639130435,,,,,
1996,Utah,0.481,0.047,0.425531915,0.629166667,,,,,
1997,Utah,0.464,0.029,0.453125,0.58649789,,0.459521453,,0.504675966,0.4820987095
1998,Utah,0.47,0.047,0.381818182,0.633451957,,,,,
1999,Utah,0.428,0.036,0.317073171,0.580912863,,0.476546359,,,0.476546359
2000,Utah,0.505,0.029,0.328767123,0.666666667,,0.505939808,,0.597471446,0.551705627
2001,Utah,0.455,0.021,0.375,0.60754717,0.468549189,,,,0.468549189
2002,Utah,0.467,0.021,0.233766234,0.593155894,0.49585405,,,,0.49585405
2003,Utah,0.401,0.032,0.345454545,0.576512456,,,,0.451912582,0.451912582
2004,Utah,0.442,0.019,0.268656716,0.532258065,0.47113666,,,0.465440804,0.468288732
2005,Utah,0.377,0.044,0.241935484,0.611888112,,,,,
2006,Utah,0.378,0.044,0.317073171,0.582142857,,,,,
2007,Utah,0.426,0.032,0.381578947,0.556291391,,,,0.506364732,0.506364732
2008,Utah,0.355,0.044,0.273972603,0.555205047,,,,,
2009,Utah,0.396,0.032,0.295918367,0.535612536,,,,0.476579784,0.476579784
2010,Utah,0.416,0.032,0.336734694,0.645333333,,,,0.466793326,0.466793326
2011,Utah,0.392,0.032,0.365217391,0.583979328,,,,0.434944177,0.434944177
2012,Utah,0.423,0.026,0.239316239,0.58891455,,0.509015092,0.413287347,0.467881469,0.463394636
2013,Utah,0.425,0.032,0.2734375,0.576496674,,,,0.586857706,0.586857706
2014,Utah,0.349,0.035,0.241134752,0.583732057,,,0.322608075,,0.322608075
2015,Utah,0.35,0.032,0.241830065,0.578616352,,,,0.446925538,0.446925538
2016,Utah,0.397,0.028,0.294117647,0.565310493,,,0.336430601,0.561900052,0.4491653265
1980,Vermont,0.521,0.038,,0.689655172,,0.510643091,,,0.510643091
1981,Vermont,0.483,0.047,,0.632352941,,,,,
1982,Vermont,0.621,0.047,,0.774647887,,,,,
1983,Vermont,0.466,0.038,,0.681818182,,0.404590059,,,0.404590059
1984,Vermont,0.564,0.047,,0.761904762,,,,,
1985,Vermont,0.519,0.047,,0.666666667,,,,,
1986,Vermont,0.562,0.047,,0.698412698,,,,,
1987,Vermont,0.569,0.047,,0.720588235,,,,,
1988,Vermont,0.587,0.038,,0.757142857,,0.619126061,,,0.619126061
1989,Vermont,0.615,0.038,0.615384615,0.75308642,,0.60569735,,,0.60569735
1990,Vermont,0.552,0.038,0.571428571,0.614285714,,0.548351629,,,0.548351629
1991,Vermont,0.6,0.038,0.333333333,0.783783784,,0.600391788,,,0.600391788
1992,Vermont,0.601,0.047,0.333333333,0.76056338,,,,,
1993,Vermont,0.594,0.038,0.5625,0.776315789,,0.560413725,,,0.560413725
1994,Vermont,0.563,0.036,0.411764706,0.756097561,,,0.478332024,,0.478332024
1995,Vermont,0.561,0.047,0.625,0.65,,,,,
1996,Vermont,0.521,0.036,0.666666667,0.683333333,,,0.411832649,,0.411832649
1997,Vermont,0.46,0.033,0.25,0.649122807,,,,0.460721185,0.460721185
1998,Vermont,0.504,0.036,0.384615385,0.712328767,,,0.413373254,,0.413373254
1999,Vermont,0.551,0.036,0.357142857,0.836734694,,0.449303594,,,0.449303594
2000,Vermont,0.47,0.026,0.333333333,0.647058824,,0.471592348,0.378544848,0.521312575,0.4571499237
2001,Vermont,0.43,0.021,0,0.711864407,0.41813101,,,,0.41813101
2002,Vermont,0.441,0.02,0.266666667,0.649350649,0.4437991,,0.346398911,,0.3950990055
2003,Vermont,0.427,0.032,0.071428571,0.536231884,,,,0.488327512,0.488327512
2004,Vermont,0.442,0.019,0.1875,0.688311688,0.430912144,,,0.481905006,0.456408575
2005,Vermont,0.403,0.044,0.277777778,0.516666667,,,,,
2006,Vermont,0.441,0.044,0.15,0.655737705,,,,,
2007,Vermont,0.43,0.032,0.210526316,0.557142857,,,,0.485298059,0.485298059
2008,Vermont,0.4,0.044,0.045454545,0.597222222,,,,,
2009,Vermont,0.498,0.032,0.388888889,0.753623188,,,,0.503179038,0.503179038
2010,Vermont,0.484,0.032,0.5,0.651162791,,,,0.501578737,0.501578737
2011,Vermont,0.472,0.032,0.272727273,0.653061224,,,,0.501922853,0.501922853
2012,Vermont,0.482,0.026,0.090909091,0.644736842,,0.536056941,0.446530919,0.534394184,0.5056606813
2013,Vermont,0.483,0.032,0.366666667,0.585365854,,,,0.608088921,0.608088921
2014,Vermont,0.437,0.035,0.318181818,0.509803922,,,0.445580512,,0.445580512
2015,Vermont,0.43,0.032,0.125,0.655172414,,,,0.510332791,0.510332791
2016,Vermont,0.503,0.028,0.12,0.709677419,,,0.402137579,0.663678954,0.5329082665
1980,Virginia,0.558,0.031,0.463087248,0.72614841,,0.457540822,0.611681909,,0.5346113655
1981,Virginia,0.522,0.047,0.441860465,0.705555556,,,,,
1982,Virginia,0.538,0.036,0.471264368,0.711375212,,,0.49893416,,0.49893416
1983,Virginia,0.487,0.038,0.493975904,0.711433757,,0.425463592,,,0.425463592
1984,Virginia,0.519,0.036,0.431693989,0.693761815,,,0.478386074,,0.478386074
1985,Virginia,0.508,0.031,0.49375,0.72250423,,0.563714226,0.40016013,,0.481937178
1986,Virginia,0.505,0.038,0.497076023,0.712732919,,0.461243568,,,0.461243568
1987,Virginia,0.493,0.036,0.438596491,0.712121212,,,0.402771329,,0.402771329
1988,Virginia,0.523,0.031,0.490797546,0.739864865,,0.653352036,0.36599684,,0.509674438
1989,Virginia,0.537,0.031,0.441717791,0.752688172,,0.556432073,0.466828701,,0.511630387
1990,Virginia,0.517,0.031,0.49044586,0.739875389,,0.497754766,0.451152885,,0.4744538255
1991,Virginia,0.549,0.031,0.484662577,0.750793651,,0.565679657,0.489851208,,0.5277654325
1992,Virginia,0.553,0.047,0.448529412,0.75295858,,,,,
1993,Virginia,0.466,0.031,0.485507246,0.705426357,,0.447847262,0.385329969,,0.4165886155
1994,Virginia,0.5,0.036,0.465753425,0.712592593,,,0.429027151,,0.429027151
1995,Virginia,0.515,0.047,0.450617284,0.714285714,,,,,
1996,Virginia,0.49,0.031,0.528089888,0.718894009,,0.501881543,0.415380582,,0.4586310625
1997,Virginia,0.463,0.029,0.444444444,0.703883495,,0.490747838,,0.45552236,0.473135099
1998,Virginia,0.448,0.036,0.443181818,0.695852535,,,0.375425377,,0.375425377
1999,Virginia,0.431,0.036,0.385542169,0.7024,,0.426817066,,,0.426817066
2000,Virginia,0.418,0.026,0.383233533,0.698835275,,0.500786993,0.356211373,0.414872971,0.4239571123
2001,Virginia,0.362,0.021,0.369318182,0.647342995,0.346049454,,,,0.346049454
2002,Virginia,0.386,0.02,0.388571429,0.677884615,0.386542501,,0.303807818,,0.3451751595
2003,Virginia,0.358,0.032,0.333333333,0.622820919,,,,0.352483792,0.352483792
2004,Virginia,0.384,0.018,0.403508772,0.646879756,0.39042036,,0.35108031,0.368647187,0.3700492857
2005,Virginia,0.408,0.044,0.356756757,0.653450808,,,,,
2006,Virginia,0.373,0.035,0.388349515,0.625373134,,,0.312568991,,0.312568991
2007,Virginia,0.367,0.032,0.331877729,0.631336406,,,,0.373342795,0.373342795
2008,Virginia,0.372,0.035,0.323529412,0.615591398,,,0.328034515,,0.328034515
2009,Virginia,0.359,0.032,0.322580645,0.612600536,,,,0.365183229,0.365183229
2010,Virginia,0.363,0.028,0.319371728,0.667098446,,,0.309843733,0.36893984,0.3393917865
2011,Virginia,0.413,0.032,0.363636364,0.63546798,,,,0.452244595,0.452244595
2012,Virginia,0.397,0.026,0.334763948,0.613253012,,0.472359079,0.35376725,0.421166807,0.4157643787
2013,Virginia,0.37,0.032,0.415254237,0.601674641,,,,0.436728785,0.436728785
2014,Virginia,0.362,0.035,0.339920949,0.620689655,,,0.29222063,,0.29222063
2015,Virginia,0.345,0.032,0.37007874,0.62037037,,,,0.384161983,0.384161983
2016,Virginia,0.353,0.028,0.368421053,0.642451759,,,0.298906675,0.410877471,0.354892073
1980,Washington,0.489,0.031,0.384615385,0.55952381,,0.491343027,0.469833798,,0.4805884125
1981,Washington,0.529,0.047,0.486842105,0.603340292,,,,,
1982,Washington,0.54,0.036,0.328358209,0.641552511,,,0.521797157,,0.521797157
1983,Washington,0.498,0.038,0.406896552,0.628450106,,0.488791907,,,0.488791907
1984,Washington,0.488,0.036,0.3203125,0.579545455,,,0.463671398,,0.463671398
1985,Washington,0.495,0.031,0.369565217,0.58490566,,0.54408737,0.455269937,,0.4996786535
1986,Washington,0.446,0.038,0.223529412,0.564453125,,0.480552076,,,0.480552076
1987,Washington,0.472,0.036,0.319148936,0.583482944,,,0.441434247,,0.441434247
1988,Washington,0.488,0.031,0.335664336,0.614583333,,0.588944991,0.409851396,,0.4993981935
1989,Washington,0.511,0.031,0.344594595,0.65,,0.56638466,0.460695484,,0.513540072
1990,Washington,0.474,0.031,0.434782609,0.584415584,,0.502647617,0.423653305,,0.463150461
1991,Washington,0.456,0.031,0.401408451,0.614545455,,0.52203847,0.34615349,,0.43409598
1992,Washington,0.487,0.047,0.37414966,0.60511883,,,,,
1993,Washington,0.492,0.031,0.478873239,0.651459854,,0.479990769,0.431033843,,0.455512306
1994,Washington,0.457,0.036,0.312056738,0.637540453,,,0.383537681,,0.383537681
1995,Washington,0.503,0.047,0.410958904,0.622047244,,,,,
1996,Washington,0.458,0.031,0.330882353,0.643642072,,0.490823289,0.397433893,,0.444128591
1997,Washington,0.427,0.029,0.385185185,0.625632378,,0.427009846,,0.431958104,0.429483975
1998,Washington,0.446,0.036,0.374100719,0.578207381,,,0.430752071,,0.430752071
1999,Washington,0.396,0.036,0.333333333,0.609302326,,0.404795962,,,0.404795962
2000,Washington,0.402,0.026,0.364285714,0.577512777,,0.461883445,0.405147017,0.414340183,0.4271235483
2001,Washington,0.341,0.021,0.408450704,0.584210526,0.328860002,,,,0.328860002
2002,Washington,0.362,0.02,0.301775148,0.601246106,0.365157009,,0.280332932,,0.3227449705
2003,Washington,0.383,0.032,0.397515528,0.579439252,,,,0.391433517,0.391433517
2004,Washington,0.369,0.018,0.356020942,0.555555556,0.380927744,,0.307441289,0.379415059,0.3559280307
2005,Washington,0.364,0.044,0.222891566,0.550304878,,,,,
2006,Washington,0.359,0.035,0.214689266,0.568037975,,,0.326206174,,0.326206174
2007,Washington,0.361,0.032,0.226315789,0.548148148,,,,0.392631773,0.392631773
2008,Washington,0.38,0.035,0.238095238,0.562857143,,,0.376951544,,0.376951544
2009,Washington,0.366,0.032,0.348039216,0.556485356,,,,0.385636826,0.385636826
2010,Washington,0.338,0.028,0.325688073,0.531799729,,,0.296995613,0.363429548,0.3302125805
2011,Washington,0.335,0.032,0.283464567,0.551499348,,,,0.332076534,0.332076534
2012,Washington,0.339,0.026,0.285067873,0.570379437,,0.360240938,0.315001821,0.338889447,0.3380440687
2013,Washington,0.344,0.032,0.290836653,0.528350515,,,,0.423461652,0.423461652
2014,Washington,0.335,0.035,0.305660377,0.550351288,,,0.279556509,,0.279556509
2015,Washington,0.318,0.032,0.288461538,0.541818182,,,,0.382463392,0.382463392
2016,Washington,0.321,0.028,0.232931727,0.512331839,,,0.265882576,0.435863695,0.3508731355
1980,West Virginia,0.632,0.031,0.5625,0.830769231,,0.560411502,0.632039851,,0.5962256765
1981,West Virginia,0.612,0.047,0.6,0.784946237,,,,,
1982,West Virginia,0.595,0.036,0.55,0.789473684,,,0.515737884,,0.515737884
1983,West Virginia,0.553,0.038,0.545454545,0.763285024,,0.501098211,,,0.501098211
1984,West Virginia,0.651,0.036,0.717948718,0.793969849,,,0.592709078,,0.592709078
1985,West Virginia,0.626,0.031,0.559322034,0.788659794,,0.67166387,0.555525639,,0.6135947545
1986,West Virginia,0.601,0.038,0.711538462,0.772727273,,0.55859953,,,0.55859953
1987,West Virginia,0.604,0.036,0.581395349,0.845,,,0.491834093,,0.491834093
1988,West Virginia,0.605,0.031,0.568181818,0.829411765,,0.71595018,0.448728288,,0.582339234
1989,West Virginia,0.566,0.031,0.464285714,0.798029557,,0.549278755,0.486160369,,0.517719562
1990,West Virginia,0.558,0.031,0.5625,0.770053476,,0.517551637,0.477272218,,0.4974119275
1991,West Virginia,0.56,0.031,0.555555556,0.784313725,,0.620282063,0.4045798,,0.5124309315
1992,West Virginia,0.632,0.047,0.512195122,0.819095477,,,,,
1993,West Virginia,0.636,0.031,0.534883721,0.836283186,,0.687549717,0.54576,,0.6166548585
1994,West Virginia,0.589,0.047,0.435897436,0.757990868,,,,,
1995,West Virginia,0.648,0.047,0.641025641,0.827004219,,,,,
1996,West Virginia,0.589,0.038,0.591836735,0.756521739,,0.654356523,,,0.654356523
1997,West Virginia,0.526,0.029,0.56097561,0.705882353,,0.551817275,,0.531878565,0.54184792
1998,West Virginia,0.538,0.047,0.487179487,0.735751295,,,,,
1999,West Virginia,0.573,0.036,0.529411765,0.774358974,,0.565332228,,,0.565332228
2000,West Virginia,0.541,0.029,0.450980392,0.773195876,,0.635191634,,0.492106304,0.563648969
2001,West Virginia,0.549,0.021,0.5,0.716666667,0.53240092,,,,0.53240092
2002,West Virginia,0.58,0.021,0.414634146,0.727659574,0.574025351,,,,0.574025351
2003,West Virginia,0.561,0.032,0.575,0.743362832,,,,0.511859781,0.511859781
2004,West Virginia,0.556,0.018,0.387755102,0.733050847,0.56646697,,0.468230702,0.531669669,0.522122447
2005,West Virginia,0.631,0.044,0.590909091,0.767772512,,,,,
2006,West Virginia,0.56,0.035,0.481481481,0.711627907,,,0.46881851,,0.46881851
2007,West Virginia,0.599,0.032,0.391304348,0.736220472,,,,0.642163406,0.642163406
2008,West Virginia,0.575,0.035,0.428571429,0.72195122,,,0.524035145,,0.524035145
2009,West Virginia,0.551,0.032,0.463414634,0.75,,,,0.530113137,0.530113137
